1161,4
1170,4
1307,2
1315,4
1318,4
1346,1
1414,2
1552,4
1598,1
1620,2
3376,4
4023,2
4066,2
4151,4
4204,4
4465,4
4503,4
4590,4
4668,4
4787,4
4921,2
5015,4
5022,4
5039,4
5183,4
5280,3.5
5367,4
5497,2.5
5511,4
5522,4
5590,3.5
5597,0.5
5615,4
5616,4
5680,4
5708,4
5747,4
5846,3.5
5956,3.5
5956,1
5959,3.5
